accuracy,auc,balanced_acc,feature_set,rows,split,task
0.776382340350849,0.8210722632960918,0.7494535486197998,all_no_leak,1085,question_grouped_cv,pure_correct_vs_wrong
0.7774673426797871,0.7842811354571075,0.7456683067164124,factual_plus_riemann,1085,question_grouped_cv,pure_correct_vs_wrong
0.6608807069897951,0.6157021317106063,0.6246450542898699,factual_proxy,1085,question_grouped_cv,pure_correct_vs_wrong
0.4022083450950083,0.46593778646084233,0.5606857822311462,factual_riemann_delta,1085,question_grouped_cv,pure_correct_vs_wrong
0.7420045693790831,0.5848650797991526,0.5797824082158579,hidden_riemann_geometry,1085,question_grouped_cv,pure_correct_vs_wrong
0.6407111607124429,0.6719468375667279,0.6229236851071347,qwen_factual,1085,question_grouped_cv,pure_correct_vs_wrong
0.5359959925867351,0.7016790037711024,0.6176379280915671,qwen_structured_factual,1085,question_grouped_cv,pure_correct_vs_wrong
0.794738565611885,0.7636235451548263,0.7544694459549893,riemann_geometry,1085,question_grouped_cv,pure_correct_vs_wrong
0.7827275386248306,0.7628802880705922,0.732740487946121,strong_verifier_controller,1085,question_grouped_cv,pure_correct_vs_wrong
0.7818232574132031,0.8276265001102987,0.7601597514683258,theory_core,1085,question_grouped_cv,pure_correct_vs_wrong
0.681512727441947,0.7277793380024502,0.6612049268427987,all_no_leak,123,question_grouped_cv,rescue_vs_damage
0.6093822886127785,0.6515288660826418,0.6169578508194069,factual_plus_riemann,123,question_grouped_cv,rescue_vs_damage
0.491136488435944,0.49205046267403246,0.46025324757876246,factual_proxy,123,question_grouped_cv,rescue_vs_damage
0.6283944343617665,0.7158459981200256,0.6709998439775328,factual_riemann_delta,123,question_grouped_cv,rescue_vs_damage
0.6635536320908372,0.5122797964388354,0.5349296743175461,hidden_riemann_geometry,123,question_grouped_cv,rescue_vs_damage
0.6036247847736051,0.6836569932736981,0.6272606210849917,qwen_factual,123,question_grouped_cv,rescue_vs_damage
0.6406418167434502,0.7007730239080354,0.6777594017983034,qwen_structured_factual,123,question_grouped_cv,rescue_vs_damage
0.6968613243985295,0.5978151942768648,0.5997907854286573,riemann_geometry,123,question_grouped_cv,rescue_vs_damage
0.6962063846619201,0.7076672040773871,0.7199308589325752,strong_verifier_controller,123,question_grouped_cv,rescue_vs_damage
0.7387722555726185,0.7658745155598703,0.7313370258650579,theory_core,123,question_grouped_cv,rescue_vs_damage
0.6686228786586141,0.6746431764378649,0.6549921468976545,all_no_leak,350,question_grouped_cv,stable_correct_vs_hallucination
0.5667910648080917,0.6271709235904427,0.5638341411885543,factual_plus_riemann,350,question_grouped_cv,stable_correct_vs_hallucination
0.42605163472626595,0.4056876206315649,0.4079470307415364,factual_proxy,350,question_grouped_cv,stable_correct_vs_hallucination
0.5919472748029662,0.504911275916672,0.5541311190514656,factual_riemann_delta,350,question_grouped_cv,stable_correct_vs_hallucination
0.5425374845022394,0.49799759703360624,0.5111894224275876,hidden_riemann_geometry,350,question_grouped_cv,stable_correct_vs_hallucination
0.5496106883925262,0.6006940275945146,0.5542384388199778,qwen_factual,350,question_grouped_cv,stable_correct_vs_hallucination
0.5426102700688413,0.6060426570959427,0.5153836226263999,qwen_structured_factual,350,question_grouped_cv,stable_correct_vs_hallucination
0.6575654766664822,0.6617397523386435,0.6476665101700965,riemann_geometry,350,question_grouped_cv,stable_correct_vs_hallucination
0.6167432584364931,0.686669969632868,0.6099015086932899,strong_verifier_controller,350,question_grouped_cv,stable_correct_vs_hallucination
0.7043267090476564,0.7474855741035621,0.6852737783411817,theory_core,350,question_grouped_cv,stable_correct_vs_hallucination
0.7246376811594203,0.7835314091680815,0.7351443123938879,theory_core,69,fold_0,stable_correct_vs_hallucination
0.43478260869565216,0.534804753820034,0.4244482173174873,factual_proxy,69,fold_0,stable_correct_vs_hallucination
0.5217391304347826,0.5636672325976231,0.5331069609507639,qwen_factual,69,fold_0,stable_correct_vs_hallucination
0.5072463768115942,0.6604414261460102,0.5318336162988115,qwen_structured_factual,69,fold_0,stable_correct_vs_hallucination
0.6956521739130435,0.733446519524618,0.7147707979626485,riemann_geometry,69,fold_0,stable_correct_vs_hallucination
0.5217391304347826,0.5764006791171478,0.547962648556876,hidden_riemann_geometry,69,fold_0,stable_correct_vs_hallucination
0.5942028985507246,0.6281833616298812,0.6078098471986417,factual_plus_riemann,69,fold_0,stable_correct_vs_hallucination
0.4927536231884058,0.4371816638370119,0.5394736842105263,factual_riemann_delta,69,fold_0,stable_correct_vs_hallucination
0.6086956521739131,0.7181663837011885,0.6328522920203735,strong_verifier_controller,69,fold_0,stable_correct_vs_hallucination
0.6956521739130435,0.7028862478777589,0.6999151103565365,all_no_leak,69,fold_0,stable_correct_vs_hallucination
0.6911764705882353,0.7480383609415867,0.6848299912816043,theory_core,68,fold_1,stable_correct_vs_hallucination
0.4117647058823529,0.4027898866608544,0.4019180470793374,factual_proxy,68,fold_1,stable_correct_vs_hallucination
0.6617647058823529,0.6704446381865736,0.6578029642545772,qwen_factual,68,fold_1,stable_correct_vs_hallucination
0.6323529411764706,0.6800348735832606,0.6072362685265911,qwen_structured_factual,68,fold_1,stable_correct_vs_hallucination
0.6764705882352942,0.6822144725370531,0.6634699215344377,riemann_geometry,68,fold_1,stable_correct_vs_hallucination
0.6470588235294118,0.6072362685265911,0.6155187445510026,hidden_riemann_geometry,68,fold_1,stable_correct_vs_hallucination
0.6764705882352942,0.7471665213600698,0.6634699215344377,factual_plus_riemann,68,fold_1,stable_correct_vs_hallucination
0.6617647058823529,0.6312118570183086,0.6290322580645161,factual_riemann_delta,68,fold_1,stable_correct_vs_hallucination
0.6323529411764706,0.6687009590235397,0.6203138622493461,strong_verifier_controller,68,fold_1,stable_correct_vs_hallucination
0.75,0.7454228421970357,0.7414995640802092,all_no_leak,68,fold_1,stable_correct_vs_hallucination
0.7397260273972602,0.7539184952978056,0.7135579937304075,theory_core,73,fold_2,stable_correct_vs_hallucination
0.4794520547945205,0.46003134796238243,0.44474921630094044,factual_proxy,73,fold_2,stable_correct_vs_hallucination
0.5342465753424658,0.6238244514106583,0.5078369905956113,qwen_factual,73,fold_2,stable_correct_vs_hallucination
0.4657534246575342,0.5266457680250783,0.42750783699059564,qwen_structured_factual,73,fold_2,stable_correct_vs_hallucination
0.6712328767123288,0.6700626959247649,0.6684952978056427,riemann_geometry,73,fold_2,stable_correct_vs_hallucination
0.5205479452054794,0.42829153605015674,0.46120689655172414,hidden_riemann_geometry,73,fold_2,stable_correct_vs_hallucination
0.5616438356164384,0.70141065830721,0.5658307210031348,factual_plus_riemann,73,fold_2,stable_correct_vs_hallucination
0.6164383561643836,0.46003134796238243,0.5407523510971787,factual_riemann_delta,73,fold_2,stable_correct_vs_hallucination
0.6301369863013698,0.6849529780564263,0.6226489028213166,strong_verifier_controller,73,fold_2,stable_correct_vs_hallucination
0.684931506849315,0.6982758620689655,0.679858934169279,all_no_leak,73,fold_2,stable_correct_vs_hallucination
0.6363636363636364,0.6614634146341464,0.566829268292683,theory_core,66,fold_3,stable_correct_vs_hallucination
0.4393939393939394,0.3648780487804878,0.4004878048780488,factual_proxy,66,fold_3,stable_correct_vs_hallucination
0.5303030303030303,0.6078048780487805,0.5673170731707317,qwen_factual,66,fold_3,stable_correct_vs_hallucination
0.6212121212121212,0.6282926829268293,0.531219512195122,qwen_structured_factual,66,fold_3,stable_correct_vs_hallucination
0.6363636363636364,0.5834146341463414,0.582439024390244,riemann_geometry,66,fold_3,stable_correct_vs_hallucination
0.5909090909090909,0.4692682926829268,0.49902439024390244,hidden_riemann_geometry,66,fold_3,stable_correct_vs_hallucination
0.5151515151515151,0.6019512195121951,0.4926829268292683,factual_plus_riemann,66,fold_3,stable_correct_vs_hallucination
0.6212121212121212,0.4682926829268293,0.515609756097561,factual_riemann_delta,66,fold_3,stable_correct_vs_hallucination
0.5909090909090909,0.7073170731707317,0.5458536585365854,strong_verifier_controller,66,fold_3,stable_correct_vs_hallucination
0.5909090909090909,0.5892682926829268,0.5302439024390244,all_no_leak,66,fold_3,stable_correct_vs_hallucination
0.7297297297297297,0.7904761904761904,0.726007326007326,theory_core,74,fold_4,stable_correct_vs_hallucination
0.36486486486486486,0.26593406593406593,0.36813186813186816,factual_proxy,74,fold_4,stable_correct_vs_hallucination
0.5,0.5377289377289377,0.5051282051282051,qwen_factual,74,fold_4,stable_correct_vs_hallucination
0.4864864864864865,0.5347985347985348,0.47912087912087914,qwen_structured_factual,74,fold_4,stable_correct_vs_hallucination
0.6081081081081081,0.6395604395604395,0.6091575091575092,riemann_geometry,74,fold_4,stable_correct_vs_hallucination
0.43243243243243246,0.4087912087912088,0.43223443223443225,hidden_riemann_geometry,74,fold_4,stable_correct_vs_hallucination
0.4864864864864865,0.45714285714285713,0.48937728937728936,factual_plus_riemann,74,fold_4,stable_correct_vs_hallucination
0.5675675675675675,0.5278388278388279,0.5457875457875457,factual_riemann_delta,74,fold_4,stable_correct_vs_hallucination
0.6216216216216216,0.6542124542124542,0.6278388278388278,strong_verifier_controller,74,fold_4,stable_correct_vs_hallucination
0.6216216216216216,0.6373626373626373,0.6234432234432234,all_no_leak,74,fold_4,stable_correct_vs_hallucination
0.8061224489795918,0.8760683760683761,0.8066239316239316,theory_core,196,fold_0,pure_correct_vs_wrong
0.6326530612244898,0.6696047008547008,0.6455662393162394,factual_proxy,196,fold_0,pure_correct_vs_wrong
0.7193877551020408,0.6407585470085471,0.6861645299145299,qwen_factual,196,fold_0,pure_correct_vs_wrong
0.5204081632653061,0.7111378205128205,0.6060363247863247,qwen_structured_factual,196,fold_0,pure_correct_vs_wrong
0.8520408163265306,0.8421474358974359,0.8378739316239316,riemann_geometry,196,fold_0,pure_correct_vs_wrong
0.75,0.5954861111111112,0.5841346153846154,hidden_riemann_geometry,196,fold_0,pure_correct_vs_wrong
0.8469387755102041,0.8400106837606838,0.8405448717948718,factual_plus_riemann,196,fold_0,pure_correct_vs_wrong
0.4489795918367347,0.5239049145299145,0.6127136752136753,factual_riemann_delta,196,fold_0,pure_correct_vs_wrong
0.8112244897959183,0.8000801282051282,0.8100961538461539,strong_verifier_controller,196,fold_0,pure_correct_vs_wrong
0.8163265306122449,0.8720619658119658,0.8135683760683761,all_no_leak,196,fold_0,pure_correct_vs_wrong
0.772,0.7871323529411764,0.7066176470588235,theory_core,250,fold_1,pure_correct_vs_wrong
0.72,0.60375,0.6683823529411765,factual_proxy,250,fold_1,pure_correct_vs_wrong
0.7,0.7714705882352941,0.6702205882352941,qwen_factual,250,fold_1,pure_correct_vs_wrong
0.592,0.6949264705882353,0.6040441176470588,qwen_structured_factual,250,fold_1,pure_correct_vs_wrong
0.772,0.7050367647058824,0.6966911764705882,riemann_geometry,250,fold_1,pure_correct_vs_wrong
0.712,0.5822058823529411,0.5764705882352941,hidden_riemann_geometry,250,fold_1,pure_correct_vs_wrong
0.78,0.7788970588235294,0.6992647058823529,factual_plus_riemann,250,fold_1,pure_correct_vs_wrong
0.464,0.4809558823529412,0.5860294117647059,factual_riemann_delta,250,fold_1,pure_correct_vs_wrong
0.78,0.7570588235294118,0.6926470588235294,strong_verifier_controller,250,fold_1,pure_correct_vs_wrong
0.764,0.7703676470588235,0.6974264705882353,all_no_leak,250,fold_1,pure_correct_vs_wrong
0.7793427230046949,0.8176715176715177,0.7376819126819127,theory_core,213,fold_2,pure_correct_vs_wrong
0.5915492957746479,0.6058212058212058,0.5852910602910603,factual_proxy,213,fold_2,pure_correct_vs_wrong
0.6197183098591549,0.6195426195426196,0.5926195426195426,qwen_factual,213,fold_2,pure_correct_vs_wrong
0.5352112676056338,0.6482328482328482,0.5878898128898129,qwen_structured_factual,213,fold_2,pure_correct_vs_wrong
0.784037558685446,0.7295218295218295,0.7238045738045737,riemann_geometry,213,fold_2,pure_correct_vs_wrong
0.7605633802816901,0.6625259875259876,0.6508316008316009,hidden_riemann_geometry,213,fold_2,pure_correct_vs_wrong
0.7605633802816901,0.7665280665280665,0.7155405405405405,factual_plus_riemann,213,fold_2,pure_correct_vs_wrong
0.431924882629108,0.5114864864864865,0.5696465696465697,factual_riemann_delta,213,fold_2,pure_correct_vs_wrong
0.7511737089201878,0.7206860706860707,0.66995841995842,strong_verifier_controller,213,fold_2,pure_correct_vs_wrong
0.812206572769953,0.8442827442827443,0.76995841995842,all_no_leak,213,fold_2,pure_correct_vs_wrong
0.7342995169082126,0.76998556998557,0.7445887445887446,theory_core,207,fold_3,pure_correct_vs_wrong
0.6570048309178744,0.6028860028860029,0.6073593073593073,factual_proxy,207,fold_3,pure_correct_vs_wrong
0.5845410628019324,0.6668109668109669,0.5707792207792208,qwen_factual,207,fold_3,pure_correct_vs_wrong
0.5072463768115942,0.6483405483405483,0.6021645021645021,qwen_structured_factual,207,fold_3,pure_correct_vs_wrong
0.7391304347826086,0.7298701298701299,0.7121212121212122,riemann_geometry,207,fold_3,pure_correct_vs_wrong
0.7294685990338164,0.5441558441558442,0.564069264069264,hidden_riemann_geometry,207,fold_3,pure_correct_vs_wrong
0.7053140096618358,0.7428571428571429,0.6909090909090909,factual_plus_riemann,207,fold_3,pure_correct_vs_wrong
0.32367149758454106,0.41544011544011544,0.47813852813852814,factual_riemann_delta,207,fold_3,pure_correct_vs_wrong
0.7584541062801933,0.6803751803751804,0.6976190476190476,strong_verifier_controller,207,fold_3,pure_correct_vs_wrong
0.6811594202898551,0.7818181818181819,0.6757575757575758,all_no_leak,207,fold_3,pure_correct_vs_wrong
0.817351598173516,0.8872746838848534,0.8052865213882163,theory_core,219,fold_4,pure_correct_vs_wrong
0.7031963470319634,0.5964487489911219,0.6166263115415658,factual_proxy,219,fold_4,pure_correct_vs_wrong
0.5799086757990868,0.661151466236212,0.5948345439870864,qwen_factual,219,fold_4,pure_correct_vs_wrong
0.5251141552511416,0.80575733118106,0.6880548829701372,qwen_structured_factual,219,fold_4,pure_correct_vs_wrong
0.8264840182648402,0.811541565778854,0.8018563357546409,riemann_geometry,219,fold_4,pure_correct_vs_wrong
0.7579908675799086,0.5399515738498789,0.523405972558515,hidden_riemann_geometry,219,fold_4,pure_correct_vs_wrong
0.7945205479452054,0.7931127253161151,0.7820823244552058,factual_plus_riemann,219,fold_4,pure_correct_vs_wrong
0.3424657534246575,0.3979015334947538,0.5569007263922519,factual_riemann_delta,219,fold_4,pure_correct_vs_wrong
0.8127853881278538,0.8562012375571698,0.7933817594834544,strong_verifier_controller,219,fold_4,pure_correct_vs_wrong
0.8082191780821918,0.8368307775087436,0.7905569007263922,all_no_leak,219,fold_4,pure_correct_vs_wrong
0.7241379310344828,0.7608695652173914,0.6413043478260869,theory_core,29,fold_0,rescue_vs_damage
0.41379310344827586,0.5072463768115942,0.38405797101449274,factual_proxy,29,fold_0,rescue_vs_damage
0.896551724137931,0.8586956521739131,0.8731884057971014,qwen_factual,29,fold_0,rescue_vs_damage
0.7586206896551724,0.8659420289855072,0.786231884057971,qwen_structured_factual,29,fold_0,rescue_vs_damage
0.7241379310344828,0.5108695652173914,0.5181159420289855,riemann_geometry,29,fold_0,rescue_vs_damage
0.7241379310344828,0.5108695652173914,0.5181159420289855,hidden_riemann_geometry,29,fold_0,rescue_vs_damage
0.8275862068965517,0.8442028985507246,0.7681159420289855,factual_plus_riemann,29,fold_0,rescue_vs_damage
0.8275862068965517,0.8115942028985508,0.8297101449275363,factual_riemann_delta,29,fold_0,rescue_vs_damage
0.7931034482758621,0.855072463768116,0.8079710144927537,strong_verifier_controller,29,fold_0,rescue_vs_damage
0.7931034482758621,0.8695652173913043,0.6847826086956521,all_no_leak,29,fold_0,rescue_vs_damage
0.6842105263157895,0.7613636363636364,0.7102272727272727,theory_core,19,fold_1,rescue_vs_damage
0.47368421052631576,0.5113636363636364,0.4602272727272727,factual_proxy,19,fold_1,rescue_vs_damage
0.5263157894736842,0.5795454545454546,0.5227272727272727,qwen_factual,19,fold_1,rescue_vs_damage
0.5789473684210527,0.5113636363636364,0.6022727272727273,qwen_structured_factual,19,fold_1,rescue_vs_damage
0.631578947368421,0.5965909090909091,0.5965909090909092,riemann_geometry,19,fold_1,rescue_vs_damage
0.631578947368421,0.5852272727272727,0.5965909090909092,hidden_riemann_geometry,19,fold_1,rescue_vs_damage
0.47368421052631576,0.48863636363636365,0.4772727272727273,factual_plus_riemann,19,fold_1,rescue_vs_damage
0.42105263157894735,0.6022727272727273,0.44886363636363635,factual_riemann_delta,19,fold_1,rescue_vs_damage
0.6842105263157895,0.7386363636363636,0.6931818181818181,strong_verifier_controller,19,fold_1,rescue_vs_damage
0.5789473684210527,0.6363636363636364,0.6022727272727273,all_no_leak,19,fold_1,rescue_vs_damage
0.84,0.9298245614035088,0.8947368421052632,theory_core,25,fold_2,rescue_vs_damage
0.44,0.5087719298245614,0.40350877192982454,factual_proxy,25,fold_2,rescue_vs_damage
0.56,0.8508771929824561,0.7105263157894737,qwen_factual,25,fold_2,rescue_vs_damage
0.84,0.9385964912280702,0.8947368421052632,qwen_structured_factual,25,fold_2,rescue_vs_damage
0.76,0.7017543859649122,0.6710526315789473,riemann_geometry,25,fold_2,rescue_vs_damage
0.68,0.49122807017543857,0.5043859649122807,hidden_riemann_geometry,25,fold_2,rescue_vs_damage
0.72,0.9035087719298246,0.8157894736842105,factual_plus_riemann,25,fold_2,rescue_vs_damage
0.56,0.6359649122807017,0.6535087719298246,factual_riemann_delta,25,fold_2,rescue_vs_damage
0.68,0.8508771929824561,0.7894736842105263,strong_verifier_controller,25,fold_2,rescue_vs_damage
0.84,0.9649122807017544,0.8377192982456141,all_no_leak,25,fold_2,rescue_vs_damage
0.7916666666666666,0.8148148148148148,0.7666666666666666,theory_core,24,fold_3,rescue_vs_damage
0.6666666666666666,0.4703703703703704,0.6222222222222222,factual_proxy,24,fold_3,rescue_vs_damage
0.4583333333333333,0.4666666666666667,0.4111111111111111,qwen_factual,24,fold_3,rescue_vs_damage
0.3333333333333333,0.362962962962963,0.3555555555555555,qwen_structured_factual,24,fold_3,rescue_vs_damage
0.7916666666666666,0.7111111111111111,0.7444444444444445,riemann_geometry,24,fold_3,rescue_vs_damage
0.6666666666666666,0.4740740740740741,0.5555555555555556,hidden_riemann_geometry,24,fold_3,rescue_vs_damage
0.3333333333333333,0.2962962962962963,0.3111111111111111,factual_plus_riemann,24,fold_3,rescue_vs_damage
0.8333333333333334,0.9481481481481482,0.8666666666666667,factual_riemann_delta,24,fold_3,rescue_vs_damage
0.7083333333333334,0.6,0.6777777777777778,strong_verifier_controller,24,fold_3,rescue_vs_damage
0.5416666666666666,0.5555555555555556,0.5,all_no_leak,24,fold_3,rescue_vs_damage
0.6538461538461539,0.5625,0.64375,theory_core,26,fold_4,rescue_vs_damage
0.46153846153846156,0.4625,0.43125,factual_proxy,26,fold_4,rescue_vs_damage
0.5769230769230769,0.6625,0.61875,qwen_factual,26,fold_4,rescue_vs_damage
0.6923076923076923,0.825,0.75,qwen_structured_factual,26,fold_4,rescue_vs_damage
0.5769230769230769,0.46875,0.46875,riemann_geometry,26,fold_4,rescue_vs_damage
0.6153846153846154,0.5,0.5,hidden_riemann_geometry,26,fold_4,rescue_vs_damage
0.6923076923076923,0.725,0.7125,factual_plus_riemann,26,fold_4,rescue_vs_damage
0.5,0.58125,0.55625,factual_riemann_delta,26,fold_4,rescue_vs_damage
0.6153846153846154,0.49375,0.63125,strong_verifier_controller,26,fold_4,rescue_vs_damage
0.6538461538461539,0.6125,0.68125,all_no_leak,26,fold_4,rescue_vs_damage
